# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
140.000 -0.01855 0.00261 0.00019 -0.00133 -0.00737 -0.00007 -2.8298e-04 2.8268e-04 6.0140e-01 -1.2334e-04 1.5702e-04 2.7249e-01 0.43061 0.43629 0.45309 0.00864 0.00006 -0.00001 8.19364e-02 6.60584e-04 -5.3536716947e-01 -4.5277021955e-01 9.6988348959e-10 
150.000 0.02009 0.00375 -0.00017 -0.00141 0.00669 0.00013 -3.8616e-04 4.5897e-04 6.0141e-01 -1.7070e-04 2.3901e-04 2.7249e-01 0.43544 0.43145 0.45309 0.00886 0.00007 -0.00001 8.19387e-02 6.60017e-04 -5.3536692809e-01 -4.5276825295e-01 9.1448493576e-10 
160.000 -0.01320 -0.01424 -0.00032 0.00502 -0.00523 -0.00021 -3.3209e-04 9.3255e-04 6.0130e-01 -1.3800e-04 4.5106e-04 2.7244e-01 0.43971 0.42718 0.45309 0.00657 0.00009 0.00000 8.19087e-02 6.60256e-04 -5.3536688789e-01 -4.5279795584e-01 1.0214318267e-09 
170.000 0.01230 0.01605 0.00037 -0.00589 0.00374 0.00015 -2.3752e-04 8.2011e-04 6.0128e-01 -9.3303e-05 4.0490e-04 2.7243e-01 0.44221 0.42469 0.45309 0.00242 0.00010 0.00002 8.19046e-02 6.59967e-04 -5.3536683783e-01 -4.5280226956e-01 8.5664005097e-10 
180.000 -0.00180 -0.02062 -0.00046 0.00671 -0.00075 -0.00005 -1.6922e-04 6.4353e-04 6.0145e-01 -5.8553e-05 3.2183e-04 2.7251e-01 0.44222 0.42468 0.45309 -0.00243 0.00008 0.00003 8.19507e-02 6.60132e-04 -5.3536690895e-01 -4.5275610659e-01 9.2650943966e-10 
190.000 -0.00554 0.01825 0.00044 -0.00705 -0.00206 0.00002 -3.6183e-04 6.0604e-04 6.0140e-01 -1.3936e-04 3.0360e-04 2.7249e-01 0.43973 0.42717 0.45309 -0.00658 0.00007 0.00004 8.19372e-02 6.60465e-04 -5.3536715091e-01 -4.5276947775e-01 9.4085524499e-10 
200.000 0.01421 -0.01388 -0.00049 0.00505 0.00496 0.00010 -3.0330e-04 8.1765e-04 6.0125e-01 -1.0894e-04 3.9774e-04 2.7242e-01 0.43546 0.43143 0.45308 -0.00885 0.00007 0.00005 8.18961e-02 6.60209e-04 -5.3536750148e-01 -4.5281118644e-01 8.5605987035e-10 
210.000 -0.01795 0.00659 0.00023 -0.00247 -0.00690 -0.00026 -3.3179e-05 1.1324e-03 6.0138e-01 1.2900e-05 5.3011e-04 2.7248e-01 0.43063 0.43627 0.45309 -0.00864 0.00006 0.00006 8.19325e-02 6.60244e-04 -5.3536671918e-01 -4.5277396555e-01 1.0506337659e-09 
220.000 0.02074 0.00050 0.00007 -0.00037 0.00671 0.00023 2.3696e-05 1.0338e-03 6.0151e-01 4.1804e-05 4.8219e-04 2.7254e-01 0.42659 0.44031 0.45309 -0.00598 0.00005 0.00006 8.19665e-02 6.59819e-04 -5.3536640372e-01 -4.5274008332e-01 9.2604866743e-10 
230.000 -0.01716 -0.00990 -0.00031 0.00340 -0.00616 -0.00016 2.3238e-05 8.0895e-04 6.0155e-01 3.7867e-05 3.7619e-04 2.7256e-01 0.42450 0.44240 0.45309 -0.00162 0.00003 0.00005 8.19790e-02 6.60087e-04 -5.3536644463e-01 -4.5272734687e-01 9.8288397988e-10 
240.000 0.01105 0.01599 0.00036 -0.00591 0.00414 0.00014 -2.1481e-04 7.9247e-04 6.0131e-01 -7.2978e-05 3.6294e-04 2.7244e-01 0.42494 0.44195 0.45309 0.00319 0.00002 0.00003 8.19120e-02 6.60326e-04 -5.3536719295e-01 -4.5279482483e-01 9.3400931010e-10 
250.000 -0.00253 -0.01913 -0.00058 0.00724 -0.00095 -0.00004 -9.6783e-05 9.5673e-04 6.0119e-01 -2.1262e-05 4.3609e-04 2.7239e-01 0.42778 0.43911 0.45308 0.00710 0.00003 0.00002 8.18798e-02 6.60220e-04 -5.3536743935e-01 -4.5282740601e-01 8.0054729503e-10 
260.000 -0.00424 0.01947 0.00065 -0.00680 -0.00176 -0.00009 1.2433e-04 1.0840e-03 6.0141e-01 7.1900e-05 4.9523e-04 2.7249e-01 0.43223 0.43467 0.45309 0.00901 0.00004 0.00001 8.19385e-02 6.60128e-04 -5.3536689953e-01 -4.5276823059e-01 9.9327663687e-10 
270.000 0.01406 -0.01486 -0.00036 0.00510 0.00453 0.00020 2.7792e-04 1.0324e-03 6.0151e-01 1.3931e-04 4.7243e-04 2.7254e-01 0.43702 0.42988 0.45309 0.00837 0.00004 0.00002 8.19672e-02 6.60012e-04 -5.3536676199e-01 -4.5273953474e-01 9.9140025022e-10 
280.000 -0.01758 0.00838 0.00012 -0.00309 -0.00645 -0.00020 1.7697e-04 8.4689e-04 6.0157e-01 9.3384e-05 3.9241e-04 2.7256e-01 0.44080 0.42610 0.45309 0.00535 0.00005 0.00002 8.19828e-02 6.60005e-04 -5.3536629951e-01 -4.5272347001e-01 9.9820048161e-10 
290.000 0.01953 0.00197 -0.00001 -0.00061 0.00711 0.00016 -1.0533e-04 6.7901e-04 6.0134e-01 -3.6274e-05 3.2402e-04 2.7246e-01 0.44249 0.42441 0.45309 0.00083 0.00006 0.00002 8.19208e-02 6.60104e-04 -5.3536683053e-01 -4.5278589342e-01 9.5597506198e-10 
300.002 -0.01717 -0.00883 -0.00026 0.00357 -0.00634 -0.00018 -1.3858e-05 8.5921e-04 6.0135e-01 9.2948e-06 4.0484e-04 2.7247e-01 0.44165 0.42524 0.45309 -0.00391 0.00007 0.00003 8.19240e-02 6.59975e-04 -5.3536661410e-01 -4.5278267011e-01 8.9415236017e-10 
310.002 0.01343 0.01599 0.00057 -0.00522 0.00419 0.00011 9.4949e-05 9.5517e-04 6.0140e-01 6.4149e-05 4.5160e-04 2.7248e-01 0.43849 0.42841 0.45309 -0.00758 0.00007 0.00005 8.19360e-02 6.60048e-04 -5.3536702707e-01 -4.5277097519e-01 9.1270246451e-10 
320.002 -0.00335 -0.01929 -0.00056 0.00699 -0.00160 0.00003 2.9695e-04 8.1679e-04 6.0140e-01 1.5893e-04 3.8813e-04 2.7249e-01 0.43389 0.43301 0.45309 -0.00908 0.00006 0.00006 8.19362e-02 6.60275e-04 -5.3536710615e-01 -4.5277062528e-01 9.4248023274e-10 
330.002 -0.00248 0.01951 0.00045 -0.00704 -0.00101 -0.00007 1.5626e-04 7.3005e-04 6.0141e-01 9.9900e-05 3.4489e-04 2.7249e-01 0.42917 0.43773 0.45309 -0.00801 0.00004 0.00006 8.19401e-02 6.60064e-04 -5.3536690773e-01 -4.5276677248e-01 9.6719990543e-10 
340.002 0.01346 -0.01416 -0.00041 0.00535 0.00476 0.00007 -2.8418e-04 6.7809e-04 6.0140e-01 -9.0382e-05 3.2115e-04 2.7249e-01 0.42567 0.44123 0.45309 -0.00468 0.00003 0.00006 8.19359e-02 6.60086e-04 -5.3536664316e-01 -4.5277067131e-01 1.0303984687e-09 
350.002 -0.01686 0.01028 0.00030 -0.00332 -0.00626 -0.00016 -1.5278e-04 7.9043e-04 6.0149e-01 -3.1692e-05 3.6462e-04 2.7253e-01 0.42435 0.44255 0.45309 -0.00003 0.00002 0.00006 8.19621e-02 6.59853e-04 -5.3536621475e-01 -4.5274423727e-01 9.6872725057e-10 
360.002 0.02140 -0.00106 0.00002 0.00049 0.00652 0.00018 -1.7528e-05 9.0378e-04 6.0137e-01 3.1064e-05 4.0884e-04 2.7247e-01 0.42563 0.44127 0.45308 0.00465 0.00002 0.00006 8.19270e-02 6.59965e-04 -5.3536699812e-01 -4.5277998769e-01 8.5034530748e-10 
370.002 -0.01801 -0.00536 -0.00020 0.00200 -0.00722 -0.00015 6.7542e-05 7.1036e-04 6.0128e-01 6.7124e-05 3.1767e-04 2.7243e-01 0.42913 0.43776 0.45309 0.00800 0.00001 0.00005 8.19036e-02 6.60558e-04 -5.3536737046e-01 -4.5280325961e-01 9.4668895051e-10 
380.002 0.01567 0.01269 0.00029 -0.00446 0.00536 0.00013 -8.9030e-05 7.2303e-04 6.0126e-01 -8.4916e-06 3.1948e-04 2.7242e-01 0.43386 0.43304 0.45308 0.00907 0.00001 0.00004 8.18966e-02 6.60118e-04 -5.3536746794e-01 -4.5281070474e-01 8.5124777818e-10 
390.002 -0.00579 -0.01817 -0.00049 0.00693 -0.00243 -0.00014 -3.8922e-04 9.7474e-04 6.0139e-01 -1.4368e-04 4.2775e-04 2.7248e-01 0.43846 0.42844 0.45309 0.00759 0.00002 0.00003 8.19348e-02 6.60306e-04 -5.3536678441e-01 -4.5277163784e-01 1.1241788060e-09 
400.002 0.00134 0.02062 0.00059 -0.00677 0.00008 0.00006 -3.2958e-04 9.9348e-04 6.0148e-01 -1.2126e-04 4.3718e-04 2.7252e-01 0.44165 0.42525 0.45309 0.00395 0.00003 0.00003 8.19581e-02 6.59875e-04 -5.3536650310e-01 -4.5274851869e-01 9.3175536582e-10 
410.002 0.00940 -0.01837 -0.00059 0.00618 0.00279 0.00007 -1.1161e-04 9.8006e-04 6.0143e-01 -2.6227e-05 4.2997e-04 2.7250e-01 0.44251 0.42439 0.45309 -0.00083 0.00002 0.00004 8.19452e-02 6.60012e-04 -5.3536672552e-01 -4.5276148611e-01 9.0967234004e-10 
420.002 -0.01297 0.01394 0.00039 -0.00537 -0.00509 -0.00012 -1.2865e-04 7.8578e-04 6.0124e-01 -3.3603e-05 3.4324e-04 2.7241e-01 0.44078 0.42611 0.45309 -0.00536 0.00001 0.00005 8.18921e-02 6.60521e-04 -5.3536741310e-01 -4.5281483565e-01 9.4672174736e-10 
430.002 0.01874 -0.00662 -0.00029 0.00233 0.00669 0.00016 -2.5191e-04 9.0729e-04 6.0120e-01 -8.9768e-05 4.0109e-04 2.7240e-01 0.43699 0.42991 0.45308 -0.00836 0.00001 0.00005 8.18830e-02 6.60182e-04 -5.3536749679e-01 -4.5282435275e-01 7.9041509058e-10 
440.002 -0.01920 -0.00193 0.00009 0.00079 -0.00721 -0.00027 -3.1059e-04 1.1885e-03 6.0141e-01 -1.1673e-04 5.2509e-04 2.7249e-01 0.43219 0.43470 0.45309 -0.00901 0.00001 0.00005 8.19391e-02 6.60341e-04 -5.3536691369e-01 -4.5276743871e-01 1.0264064212e-09 
450.002 0.01809 0.01025 0.00032 -0.00333 0.00584 0.00027 -2.6312e-04 1.3048e-03 6.0148e-01 -9.2322e-05 5.7682e-04 2.7252e-01 0.42775 0.43915 0.45309 -0.00709 0.00000 0.00005 8.19575e-02 6.60029e-04 -5.3536681755e-01 -4.5274929123e-01 9.5379548159e-10 
460.002 -0.01154 -0.01612 -0.00056 0.00560 -0.00426 -0.00015 -1.1523e-04 1.1514e-03 6.0148e-01 -2.4862e-05 5.0563e-04 2.7252e-01 0.42493 0.44197 0.45309 -0.00316 -0.00001 0.00005 8.19598e-02 6.60086e-04 -5.3536656319e-01 -4.5274662949e-01 9.6548701432e-10 
470.002 0.00410 0.01897 0.00046 -0.00709 0.00154 0.00006 -1.2069e-04 9.1299e-04 6.0126e-01 -2.9655e-05 3.9203e-04 2.7242e-01 0.42452 0.44237 0.45309 0.00166 -0.00002 0.00003 8.18991e-02 6.60318e-04 -5.3536713412e-01 -4.5280775107e-01 9.4056120473e-10 
480.002 0.00328 -0.01943 -0.00066 0.00700 0.00142 0.00001 -2.0391e-04 1.0825e-03 6.0125e-01 -6.5302e-05 4.6497e-04 2.7242e-01 0.42664 0.44025 0.45309 0.00602 -0.00002 0.00003 8.18962e-02 6.60091e-04 -5.3536711348e-01 -4.5281082086e-01 8.6764954222e-10 
490.002 -0.01141 0.01640 0.00071 -0.00570 -0.00407 -0.00015 -1.7493e-04 1.2860e-03 6.0142e-01 -5.7365e-05 5.5434e-04 2.7250e-01 0.43069 0.43621 0.45309 0.00867 -0.00001 0.00001 8.19425e-02 6.60266e-04 -5.3536701721e-01 -4.5276424842e-01 9.8158526285e-10 
500.002 0.01773 -0.00949 -0.00035 0.00341 0.00606 0.00026 2.4494e-05 1.4268e-03 6.0144e-01 2.8236e-05 6.1349e-04 2.7250e-01 0.43553 0.43137 0.45309 0.00886 -0.00000 0.00001 8.19473e-02 6.60210e-04 -5.3536704993e-01 -4.5275952111e-01 9.4345931848e-10 
510.002 -0.01984 0.00150 0.00002 -0.00076 -0.00701 -0.00026 6.6908e-05 1.2542e-03 6.0136e-01 4.3646e-05 5.3345e-04 2.7247e-01 0.43977 0.42713 0.45309 0.00652 -0.00000 0.00001 8.19259e-02 6.60123e-04 -5.3536701813e-01 -4.5278100867e-01 9.1240887738e-10 
520.002 0.01830 0.00576 0.00016 -0.00230 0.00695 0.00023 -3.4951e-05 9.7558e-04 6.0128e-01 -1.0591e-05 4.1206e-04 2.7243e-01 0.44222 0.42468 0.45309 0.00235 -0.00000 0.00000 8.19054e-02 6.60255e-04 -5.3536691014e-01 -4.5280122487e-01 9.7204384720e-10 
530.002 -0.01570 -0.01310 -0.00048 0.00456 -0.00512 -0.00018 -3.1720e-05 1.1822e-03 6.0139e-01 -1.2419e-05 5.0405e-04 2.7248e-01 0.44219 0.42471 0.45309 -0.00250 0.00000 0.00001 8.19348e-02 6.59811e-04 -5.3536655230e-01 -4.5277189922e-01 8.4183116996e-10 
540.002 0.00793 0.01788 0.00072 -0.00654 0.00288 0.00010 4.6983e-05 1.3635e-03 6.0144e-01 2.1822e-05 5.9194e-04 2.7251e-01 0.43968 0.42721 0.45309 -0.00663 0.00002 0.00002 8.19490e-02 6.60328e-04 -5.3536692991e-01 -4.5275759681e-01 9.8617565859e-10 
550.002 0.00053 -0.02024 -0.00089 0.00692 0.00008 0.00007 3.9362e-04 1.4143e-03 6.0135e-01 1.7604e-04 6.2060e-04 2.7246e-01 0.43540 0.43150 0.45308 -0.00888 0.00002 0.00003 8.19218e-02 6.60180e-04 -5.3536723357e-01 -4.5278521604e-01 8.9073440650e-10 
560.002 -0.00910 0.01734 0.00059 -0.00656 -0.00303 -0.00020 3.3581e-04 1.2765e-03 6.0113e-01 1.5033e-04 5.5996e-04 2.7236e-01 0.43055 0.43634 0.45308 -0.00860 0.00001 0.00003 8.18615e-02 6.60302e-04 -5.3536775360e-01 -4.5284593195e-01 8.7970963141e-10 
570.002 0.01246 -0.01519 -0.00044 0.00528 0.00484 0.00020 1.1343e-04 1.1497e-03 6.0126e-01 5.5403e-05 5.0778e-04 2.7242e-01 0.42653 0.44036 0.45309 -0.00589 0.00000 0.00002 8.18993e-02 6.60129e-04 -5.3536694963e-01 -4.5280749192e-01 9.7330685063e-10 
580.002 -0.01939 0.00732 0.00014 -0.00244 -0.00628 -0.00026 2.7372e-04 1.3149e-03 6.0148e-01 1.2778e-04 5.8098e-04 2.7252e-01 0.42448 0.44242 0.45309 -0.00150 -0.00000 0.00002 8.19578e-02 6.59758e-04 -5.3536637963e-01 -4.5274877884e-01 8.9996493598e-10 
590.002 0.01923 -0.00041 0.00026 -0.00001 0.00727 0.00034 4.6098e-04 1.4341e-03 6.0144e-01 2.1784e-04 6.3199e-04 2.7250e-01 0.42497 0.44193 0.45309 0.00331 -0.00001 0.00003 8.19474e-02 6.60342e-04 -5.3536684121e-01 -4.5275905199e-01 1.0098737438e-09 
600.002 -0.01839 -0.00952 -0.00086 0.00297 -0.00611 -0.00014 8.0142e-04 1.2191e-03 6.0125e-01 3.7675e-04 5.3341e-04 2.7242e-01 0.42789 0.43901 0.45308 0.00719 -0.00001 0.00004 8.18965e-02 6.60112e-04 -5.3536738688e-01 -4.5281075894e-01 8.5522486992e-10 
610.002 0.01258 0.01438 0.00078 -0.00543 0.00509 0.00006 6.8988e-04 1.2076e-03 6.0102e-01 3.2479e-04 5.2369e-04 2.7231e-01 0.43239 0.43450 0.45308 0.00902 -0.00001 0.00003 8.18316e-02 6.60432e-04 -5.3536801108e-01 -4.5287599350e-01 8.1473635934e-10 
620.002 -0.01045 -0.01749 -0.00088 0.00614 -0.00317 -0.00004 5.0984e-04 1.3136e-03 6.0125e-01 2.4440e-04 5.6467e-04 2.7242e-01 0.43719 0.42970 0.45309 0.00828 -0.00001 0.00002 8.18948e-02 6.60015e-04 -5.3536703488e-01 -4.5281226127e-01 9.5748065847e-10 
630.002 -0.00027 0.02027 0.00078 -0.00688 0.00010 -0.00018 7.5426e-04 1.2463e-03 6.0151e-01 3.4867e-04 5.3278e-04 2.7254e-01 0.44093 0.42597 0.45309 0.00518 -0.00000 0.00002 8.19667e-02 6.59869e-04 -5.3536638034e-01 -4.5273979301e-01 9.6788028456e-10 
640.002 0.00579 -0.01885 -0.00042 0.00672 0.00229 0.00030 9.8102e-04 1.1687e-03 6.0144e-01 4.4512e-04 4.9325e-04 2.7250e-01 0.44253 0.42437 0.45309 0.00061 -0.00001 0.00002 8.19473e-02 6.60195e-04 -5.3536678524e-01 -4.5275925296e-01 9.8267621047e-10 
650.002 -0.01530 0.01344 -0.00015 -0.00477 -0.00500 -0.00024 9.7433e-04 7.9050e-04 6.0122e-01 4.3885e-04 3.1864e-04 2.7240e-01 0.44154 0.42536 0.45308 -0.00413 -0.00002 0.00002 8.18867e-02 6.60202e-04 -5.3536741892e-01 -4.5282053194e-01 9.3022329031e-10 
660.002 0.01738 -0.00820 0.00026 0.00315 0.00669 0.00028 9.2755e-04 8.8585e-04 6.0104e-01 4.1163e-04 3.6496e-04 2.7232e-01 0.43825 0.42865 0.45308 -0.00771 -0.00001 0.00002 8.18395e-02 6.60404e-04 -5.3536793716e-01 -4.5286807154e-01 8.1051017481e-10 
670.002 -0.02004 0.00215 -0.00054 -0.00049 -0.00694 -0.00024 9.4772e-04 1.1182e-03 6.0131e-01 4.1423e-04 4.6964e-04 2.7245e-01 0.43360 0.43330 0.45309 -0.00909 -0.00001 0.00002 8.19137e-02 6.60072e-04 -5.3536695290e-01 -4.5279315997e-01 1.0320814721e-09 
680.002 0.01896 0.00727 0.00081 -0.00239 0.00646 0.00008 1.0431e-03 9.6454e-04 6.0150e-01 4.5639e-04 4.0675e-04 2.7253e-01 0.42890 0.43800 0.45309 -0.00788 -0.00001 0.00003 8.19644e-02 6.59964e-04 -5.3536653737e-01 -4.5274220776e-01 9.7438379661e-10 
690.002 -0.01497 -0.01313 -0.00077 0.00467 -0.00526 0.00004 1.1202e-03 7.2511e-04 6.0147e-01 4.8816e-04 3.0332e-04 2.7252e-01 0.42551 0.44139 0.45309 -0.00443 -0.00002 0.00002 8.19558e-02 6.60105e-04 -5.3536662661e-01 -4.5275076782e-01 9.2578249466e-10 
700.002 0.00741 0.01844 0.00051 -0.00651 0.00276 -0.00012 8.9726e-04 5.5085e-04 6.0123e-01 3.8588e-04 2.2542e-04 2.7241e-01 0.42437 0.44253 0.45308 0.00028 -0.00003 0.00001 8.18915e-02 6.60282e-04 -5.3536733565e-01 -4.5281559568e-01 9.5044508460e-10 
710.002 -0.00002 -0.01927 -0.00041 0.00736 0.00001 0.00024 9.5923e-04 6.8396e-04 6.0107e-01 4.1706e-04 2.8900e-04 2.7234e-01 0.42581 0.44109 0.45308 0.00491 -0.00003 0.00001 8.18477e-02 6.60353e-04 -5.3536774895e-01 -4.5285973323e-01 7.8918805260e-10 
720.002 -0.00582 0.01957 0.00022 -0.00654 -0.00221 -0.00028 1.1282e-03 7.8839e-04 6.0130e-01 4.9209e-04 3.3784e-04 2.7244e-01 0.42943 0.43747 0.45309 0.00815 -0.00003 0.00000 8.19101e-02 6.60135e-04 -5.3536711473e-01 -4.5279688894e-01 9.6541056980e-10 
730.002 0.01372 -0.01502 0.00020 0.00514 0.00454 0.00025 1.1525e-03 6.7847e-04 6.0146e-01 5.0594e-04 2.8618e-04 2.7251e-01 0.43419 0.43271 0.45309 0.00907 -0.00003 -0.00000 8.19538e-02 6.60089e-04 -5.3536677945e-01 -4.5275292006e-01 1.0347017496e-09 
740.002 -0.01784 0.00923 -0.00044 -0.00323 -0.00618 -0.00018 1.0171e-03 5.0811e-04 6.0145e-01 4.4510e-04 2.0893e-04 2.7251e-01 0.43874 0.42816 0.45309 0.00740 -0.00003 -0.00001 8.19513e-02 6.60071e-04 -5.3536662820e-01 -4.5275527631e-01 9.1037127130e-10 
750.002 0.01946 -0.00061 0.00046 0.00032 0.00723 0.00016 8.1050e-04 5.9385e-04 6.0119e-01 3.4738e-04 2.4707e-04 2.7239e-01 0.44178 0.42512 0.45309 0.00362 -0.00001 -0.00002 8.18806e-02 6.60384e-04 -5.3536736177e-01 -4.5282634293e-01 9.4866233916e-10 
760.002 -0.01914 -0.00563 -0.00068 0.00217 -0.00674 -0.00007 9.8089e-04 6.4202e-04 6.0114e-01 4.2279e-04 2.6599e-04 2.7237e-01 0.44245 0.42444 0.45308 -0.00119 -0.00001 -0.00002 8.18660e-02 6.60173e-04 -5.3536754870e-01 -4.5284138548e-01 7.8155134175e-10 
770.002 0.01446 0.01320 0.00078 -0.00484 0.00531 -0.00011 1.2288e-03 5.1434e-04 6.0134e-01 5.3145e-04 2.1224e-04 2.7246e-01 0.44057 0.42633 0.45309 -0.00566 -0.00000 -0.00001 8.19199e-02 6.60361e-04 -5.3536714855e-01 -4.5278688179e-01 9.4678661646e-10 
780.002 -0.01026 -0.01806 -0.00058 0.00590 -0.00323 0.00020 1.3336e-03 3.8791e-04 6.0142e-01 5.7424e-04 1.5756e-04 2.7249e-01 0.43665 0.43025 0.45309 -0.00852 0.00000 -0.00001 8.19417e-02 6.60053e-04 -5.3536695002e-01 -4.5276515013e-01 9.8313396901e-10 
790.002 0.00022 0.02028 0.00021 -0.00692 0.00054 -0.00022 1.1759e-03 4.0423e-04 6.0135e-01 5.0024e-04 1.6793e-04 2.7246e-01 0.43181 0.43509 0.45309 -0.00894 0.00000 -0.00001 8.19220e-02 6.60075e-04 -5.3536690234e-01 -4.5278482184e-01 9.3104874735e-10 
800.002 0.00298 -0.01922 -0.00023 0.00715 0.00138 0.00026 1.1637e-03 5.1412e-04 6.0116e-01 4.9251e-04 2.2379e-04 2.7238e-01 0.42744 0.43945 0.45308 -0.00681 0.00001 -0.00000 8.18710e-02 6.60414e-04 -5.3536746529e-01 -4.5283606391e-01 9.0752059642e-10 
810.002 -0.01220 0.01589 -0.00033 -0.00554 -0.00429 -0.00027 1.3175e-03 3.4002e-04 6.0122e-01 5.6036e-04 1.4843e-04 2.7240e-01 0.42479 0.44211 0.45308 -0.00275 0.00000 0.00000 8.18883e-02 6.60052e-04 -5.3536720386e-01 -4.5281883123e-01 8.8575208186e-10 
820.002 0.01677 -0.00999 0.00069 0.00360 0.00624 0.00016 1.3226e-03 9.3777e-05 6.0136e-01 5.6745e-04 4.2360e-05 2.7247e-01 0.42459 0.44230 0.45309 0.00210 -0.00000 0.00001 8.19252e-02 6.60357e-04 -5.3536712021e-01 -4.5278159881e-01 9.8784269605e-10 
