# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
450.005 1.93066 1.66374 0.00167 -0.37918 0.44363 -0.00060 7.5562e-03 9.8012e-03 2.8935e-01 5.8164e-05 7.4858e-05 4.3655e-03 0.01050 0.00962 0.01509 -0.00242 -0.00000 0.00001 6.32155e-04 1.42044e-03 -1.0221981891e-02 -8.1693865456e-03 9.6387474162e-08 
460.005 -2.57705 0.35933 -0.00119 -0.09758 -0.57475 -0.00033 -3.4935e-04 -1.2821e-03 1.7019e-01 3.0258e-05 1.2708e-05 2.5631e-03 0.00761 0.01252 0.01506 -0.00004 0.00017 0.00019 2.18098e-04 1.37293e-03 -1.0223637015e-02 -8.6326073165e-03 7.5203834250e-08 
470.005 1.13040 -2.41888 0.00455 0.51169 0.24563 -0.00036 1.2265e-04 -9.9227e-04 2.0390e-01 -2.7962e-05 -6.6039e-05 3.0700e-03 0.01238 0.00776 0.01506 0.00083 -0.00029 -0.00014 3.13008e-04 1.35727e-03 -1.0223483636e-02 -8.5532039215e-03 4.4550439126e-08 
480.005 1.20549 2.21172 -0.00194 -0.53558 0.26020 -0.00011 -1.0200e-02 -1.1448e-02 2.7094e-01 -1.0100e-04 -8.5663e-05 4.0879e-03 0.01137 0.00875 0.01509 -0.00207 -0.00002 -0.00003 5.54788e-04 1.38554e-03 -1.0222236387e-02 -8.2819105961e-03 1.1727444848e-07 
490.005 -2.37561 -0.90671 0.00273 0.18298 -0.55956 0.00041 -2.1709e-03 8.2206e-03 2.2873e-01 -3.6044e-05 4.9737e-05 3.4447e-03 0.00850 0.01163 0.01507 -0.00190 -0.00022 -0.00001 3.94195e-04 1.41580e-03 -1.0222704820e-02 -8.4127082307e-03 1.1400403246e-07 
500.005 2.20578 -1.58965 0.00284 0.33077 0.44649 -0.00014 1.0032e-02 1.5733e-03 1.9838e-01 1.0156e-04 7.7875e-05 2.9892e-03 0.00915 0.01098 0.01507 0.00228 0.00019 0.00003 2.97064e-04 1.37173e-03 -1.0223479421e-02 -8.5546817003e-03 7.3802278607e-08 
510.005 0.15779 2.54564 -0.00030 -0.59489 0.01567 -0.00012 7.9436e-03 8.0132e-03 2.0556e-01 1.1386e-04 4.1918e-05 3.0989e-03 0.01233 0.00779 0.01507 -0.00093 -0.00006 0.00011 3.19126e-04 1.35226e-03 -1.0223247950e-02 -8.5518633607e-03 5.4595164785e-08 
520.005 -1.80471 -1.74181 0.00360 0.41003 -0.43289 0.00111 6.1408e-03 -3.4122e-03 2.8220e-01 -1.9512e-06 -5.2000e-05 4.2521e-03 0.00965 0.01049 0.01507 -0.00242 -0.00000 -0.00025 6.00053e-04 1.38518e-03 -1.0222047471e-02 -8.2368171071e-03 1.1308064186e-07 
530.005 2.63172 -0.32830 -0.00313 0.07757 0.55974 -0.00073 -1.6570e-02 -1.8292e-03 2.1591e-01 -1.5807e-04 1.3675e-05 3.2562e-03 0.00774 0.01238 0.01507 -0.00079 0.00011 -0.00014 3.52813e-04 1.40262e-03 -1.0223237807e-02 -8.4678097379e-03 7.2804144911e-08 
540.000 -1.16449 2.35382 -0.00032 -0.51626 -0.25754 -0.00009 4.6905e-03 2.5223e-03 1.5964e-01 1.1297e-06 5.1852e-05 2.3982e-03 0.01207 0.00808 0.01503 0.00145 0.00015 -0.00037 1.91487e-04 1.36896e-03 -1.0223721580e-02 -8.6632711372e-03 8.0250576233e-08 
550.000 -1.08759 -2.31125 0.00380 0.53687 -0.24490 0.00027 2.3325e-03 -7.8671e-03 2.7537e-01 1.6358e-04 -4.1495e-05 4.1413e-03 0.01061 0.00956 0.01504 -0.00240 0.00014 0.00044 5.70544e-04 1.34386e-03 -1.0222446453e-02 -8.3080459025e-03 5.5508155192e-08 
560.000 2.40671 0.78249 0.00196 -0.18806 0.56177 -0.00128 2.1403e-02 -5.7589e-03 2.4800e-01 2.3075e-04 -1.7010e-04 3.7378e-03 0.00910 0.01104 0.01506 -0.00227 -0.00023 0.00009 4.66448e-04 1.38027e-03 -1.0222758101e-02 -8.3760384396e-03 1.1552170190e-07 
570.000 -2.26329 1.39670 0.00205 -0.31228 -0.47191 0.00159 -1.2626e-02 -1.6845e-02 1.7217e-01 -1.2551e-04 -1.7392e-04 2.5845e-03 0.00913 0.01102 0.01505 0.00228 0.00024 0.00016 2.24745e-04 1.39689e-03 -1.0223486020e-02 -8.6018505560e-03 8.4856204719e-08 
580.000 -0.06020 -2.65284 0.00172 0.56757 -0.00301 -0.00171 -1.5555e-02 1.4030e-02 2.2720e-01 -2.8461e-04 1.0786e-04 3.4205e-03 0.01233 0.00783 0.01504 -0.00102 -0.00008 -0.00035 3.91530e-04 1.36400e-03 -1.0223104642e-02 -8.4675734048e-03 8.6985628123e-08 
590.000 1.85286 1.61214 -0.00066 -0.40889 0.45991 0.00149 -1.7766e-02 4.0175e-03 2.5721e-01 -1.5317e-04 1.8857e-04 3.8700e-03 0.00978 0.01038 0.01505 -0.00244 0.00040 0.00012 4.99440e-04 1.34033e-03 -1.0222461420e-02 -8.3826954798e-03 6.4526756879e-08 
600.000 -2.61364 0.13567 0.00005 -0.04692 -0.57197 0.00075 4.3320e-03 3.8858e-03 2.2690e-01 1.3174e-04 -2.4362e-05 3.4067e-03 0.00764 0.01254 0.01501 -0.00025 -0.00032 0.00044 3.86725e-04 1.37670e-03 -1.0223024902e-02 -8.4595977153e-03 9.1389802344e-08 
610.000 1.22993 -2.39781 0.00441 0.49145 0.26399 -0.00057 9.9959e-03 -2.2345e-02 1.8523e-01 9.5583e-05 -2.2158e-04 2.7980e-03 0.01136 0.00876 0.01507 0.00207 -0.00025 0.00015 2.62085e-04 1.38841e-03 -1.0223444612e-02 -8.5729463898e-03 6.6581617280e-08 
620.000 1.06257 2.27754 -0.00213 -0.54542 0.24959 0.00006 -1.0860e-02 4.4831e-03 2.3047e-01 -1.1413e-04 -2.7299e-05 3.4625e-03 0.01063 0.00953 0.01503 -0.00240 -0.00042 0.00005 3.99550e-04 1.35347e-03 -1.0222922094e-02 -8.4699034965e-03 9.2351205443e-08 
630.000 -2.38409 -0.90334 0.00348 0.20236 -0.55475 -0.00180 6.2480e-03 3.0078e-02 2.7863e-01 -7.7978e-05 3.5385e-04 4.1987e-03 0.00862 0.01151 0.01507 -0.00199 0.00007 -0.00026 5.90021e-04 1.33635e-03 -1.0222322294e-02 -8.2959538318e-03 6.3963834997e-08 
640.000 2.23850 -1.41484 -0.00226 0.30235 0.48200 0.00113 7.9847e-04 2.2388e-02 1.7759e-01 1.2293e-04 3.2131e-04 2.6689e-03 0.00823 0.01197 0.01499 0.00163 0.00029 0.00045 2.40630e-04 1.37375e-03 -1.0223608410e-02 -8.6092237629e-03 9.6206898046e-08 
650.000 -0.09582 2.62797 -0.00049 -0.57049 -0.02325 -0.00033 2.8011e-02 -7.0513e-03 1.9531e-01 2.6344e-04 -1.2852e-04 2.9193e-03 0.01229 0.00789 0.01500 -0.00114 -0.00021 -0.00046 2.89228e-04 1.38391e-03 -1.0223358622e-02 -8.5502175754e-03 9.1648991715e-08 
660.000 -1.89914 -1.67470 0.00950 0.39304 -0.44465 0.00070 -1.6017e-02 -4.0805e-02 2.8331e-01 -6.5439e-05 -4.9101e-04 4.2799e-03 0.00948 0.01067 0.01506 -0.00239 -0.00033 -0.00004 6.16823e-04 1.34196e-03 -1.0222144109e-02 -8.2633578416e-03 8.7089689158e-08 
670.000 2.53521 -0.16229 -0.00484 0.04652 0.59377 0.00028 9.7930e-04 7.6610e-04 2.1686e-01 -1.5265e-04 -1.0350e-04 3.2348e-03 0.00776 0.01251 0.01492 -0.00059 -0.00052 -0.00074 3.50633e-04 1.33836e-03 -1.0223226520e-02 -8.5342291463e-03 7.4009456039e-08 
680.000 -1.42024 2.29022 0.00741 -0.47539 -0.29355 0.00024 -5.0961e-03 7.0730e-03 1.8502e-01 -1.5424e-05 2.1847e-04 2.7584e-03 0.01154 0.00878 0.01488 0.00206 0.00090 0.00016 2.55994e-04 1.36998e-03 -1.0223497530e-02 -8.5975254068e-03 7.9987932255e-08 
690.000 -1.13859 -2.32481 -0.00678 0.52699 -0.23858 -0.00049 2.9994e-02 2.8133e-02 2.3510e-01 2.7234e-04 2.7452e-04 3.5513e-03 0.01094 0.00920 0.01506 -0.00229 0.00036 0.00004 4.25407e-04 1.37482e-03 -1.0222764635e-02 -8.4225371028e-03 9.3989195113e-08 
700.000 2.31743 0.87596 0.00025 -0.20443 0.57402 -0.00119 3.7503e-03 -3.1047e-02 2.6275e-01 1.2039e-04 -2.6070e-04 3.9345e-03 0.00830 0.01188 0.01502 -0.00171 0.00044 0.00014 5.21166e-04 1.32592e-03 -1.0222406741e-02 -8.3753232959e-03 7.4994970716e-08 
710.000 -2.33560 1.27734 0.00710 -0.27971 -0.49358 0.00141 -2.9934e-02 -1.3488e-02 2.0643e-01 -2.9988e-04 -2.8534e-04 3.1093e-03 0.00820 0.01198 0.01502 0.00161 -0.00037 -0.00016 3.27344e-04 1.33882e-03 -1.0223377857e-02 -8.5572133551e-03 7.8437908035e-08 
720.000 0.07926 -2.65333 -0.00098 0.56542 0.03581 -0.00167 -2.1039e-02 -1.5802e-02 1.8298e-01 -3.1765e-04 -4.7179e-05 2.7487e-03 0.01254 0.00764 0.01502 -0.00031 0.00037 -0.00032 2.55189e-04 1.37318e-03 -1.0223405198e-02 -8.5950352491e-03 1.0106425043e-07 
730.000 1.83772 1.71326 0.00595 -0.40217 0.43983 0.00132 -8.1396e-03 2.0105e-02 2.6639e-01 8.2243e-05 2.3949e-04 3.9793e-03 0.00909 0.01115 0.01496 -0.00224 -0.00001 0.00076 5.32097e-04 1.35710e-03 -1.0222351697e-02 -8.3331540779e-03 1.2637102239e-07 
740.000 -2.56063 0.11981 -0.00524 -0.04028 -0.58819 -0.00037 4.5926e-02 5.7518e-04 2.4729e-01 4.6294e-04 -5.1855e-05 3.7412e-03 0.00775 0.01240 0.01505 -0.00076 -0.00010 0.00043 4.73185e-04 1.32016e-03 -1.0222830376e-02 -8.4294832535e-03 5.2448717153e-08 
750.000 1.43754 -2.23529 0.00087 0.47693 0.31124 0.00016 -1.2819e-02 -1.0859e-02 1.7160e-01 -5.6994e-06 -1.8773e-04 2.5402e-03 0.01101 0.00933 0.01485 0.00233 -0.00033 0.00094 2.19001e-04 1.34187e-03 -1.0223691829e-02 -8.6628170579e-03 7.6356135285e-08 
760.000 1.02034 2.39605 -0.00053 -0.53377 0.21397 0.00206 -1.3788e-02 2.0281e-03 2.2301e-01 -3.9958e-04 -1.7348e-05 3.3073e-03 0.01100 0.00943 0.01477 -0.00237 -0.00031 -0.00109 3.71524e-04 1.37279e-03 -1.0223023351e-02 -8.4787110534e-03 8.2960841446e-08 
770.000 -2.36881 -0.83685 0.00628 0.19395 -0.56508 -0.00331 -5.7720e-02 1.1470e-02 2.7462e-01 -5.1033e-04 2.7185e-04 4.1452e-03 0.00825 0.01188 0.01508 -0.00166 0.00014 -0.00005 5.85459e-04 1.33382e-03 -1.0222187273e-02 -8.3029054241e-03 9.4749932920e-08 
780.000 2.30379 -1.19709 0.00080 0.27867 0.51305 0.00171 2.2399e-02 2.7253e-02 2.0658e-01 1.5373e-04 2.4589e-04 3.0548e-03 0.00807 0.01222 0.01490 0.00147 -0.00058 -0.00032 3.20604e-04 1.31614e-03 -1.0223357426e-02 -8.5866118557e-03 5.5296175656e-08 
790.000 -0.24957 2.67048 0.00165 -0.55861 -0.06181 -0.00152 1.8654e-02 -1.9076e-02 1.8309e-01 3.7484e-04 -1.2922e-04 2.7304e-03 0.01273 0.00761 0.01485 -0.00016 0.00010 0.00073 2.54680e-04 1.34860e-03 -1.0223487238e-02 -8.6202079557e-03 8.7068623188e-08 
800.000 -1.91840 -1.68144 -0.00165 0.39382 -0.43245 0.00065 3.3050e-02 8.3299e-04 2.5798e-01 1.8783e-04 -1.7387e-04 3.8634e-03 0.00903 0.01115 0.01503 -0.00219 -0.00043 -0.00042 5.01367e-04 1.36668e-03 -1.0222394006e-02 -8.3543481934e-03 1.1156430330e-07 
810.000 2.50716 -0.06482 -0.00052 0.03501 0.60141 0.00129 -1.0275e-02 -3.4906e-03 2.5370e-01 -1.9709e-04 1.0162e-04 3.7862e-03 0.00768 0.01261 0.01491 -0.00052 0.00055 -0.00047 4.81119e-04 1.31497e-03 -1.0222645947e-02 -8.4265582186e-03 7.1904413391e-08 
