# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
880.002 0.57811 -1.94154 0.02769 0.66843 0.17981 0.01805 -1.4586e-01 1.0039e-01 3.3657e-01 -2.7973e-05 2.4213e-05 7.7060e-05 0.00024 0.00020 0.00022 0.00004 0.00003 0.00001 1.62236e-05 6.60144e-04 -2.2826780643e-04 4.4809953723e-04 9.2176485882e-10 
890.002 -1.20058 1.58184 -0.04511 -0.57137 -0.41532 -0.01994 1.0273e-01 1.7178e-01 4.2303e-01 1.9728e-05 3.5985e-05 9.5590e-05 0.00025 0.00018 0.00023 0.00003 0.00000 -0.00003 2.43230e-05 6.60076e-04 -2.2826306555e-04 4.5613562114e-04 9.7413251340e-10 
900.002 1.71735 -0.95895 0.08328 0.35466 0.62395 0.01531 1.6586e-01 -3.8303e-02 2.1904e-01 3.9452e-05 1.7823e-07 5.3506e-05 0.00022 0.00022 0.00023 0.00005 0.00000 0.00002 9.12823e-06 6.60150e-04 -2.2827189208e-04 4.4100625922e-04 9.1486541965e-10 
910.002 -1.94821 0.45914 -0.08111 -0.13099 -0.69134 0.00345 -1.4451e-01 -2.3182e-01 2.9747e-01 -2.2530e-05 -6.2319e-05 7.9524e-05 0.00018 0.00023 0.00026 0.00001 -0.00003 0.00002 2.06796e-05 6.59912e-04 -2.2826278807e-04 4.5232924774e-04 8.7804334705e-10 
920.002 1.98645 0.41331 0.05763 -0.14320 0.67513 -0.01179 -2.1002e-01 7.2663e-03 4.0882e-01 -5.3456e-05 -1.0915e-05 1.0151e-04 0.00019 0.00024 0.00023 -0.00001 -0.00003 -0.00003 2.63245e-05 6.60177e-04 -2.2826202671e-04 4.5823922981e-04 9.7194595712e-10 
930.002 -1.63056 -1.17832 -0.04906 0.39262 -0.57931 0.01257 5.3786e-03 2.3068e-01 1.7059e-01 -4.0282e-06 5.4906e-05 4.9209e-05 0.00017 0.00022 0.00026 -0.00002 0.00002 -0.00001 1.05192e-05 6.60214e-04 -2.2826988903e-04 4.4246294151e-04 8.8747198883e-10 
940.002 1.12180 1.62108 0.03384 -0.58062 0.41045 -0.02587 2.3917e-01 1.2982e-02 5.0995e-01 4.7395e-05 8.6834e-06 1.3355e-04 0.00020 0.00019 0.00026 -0.00003 0.00003 -0.00000 3.97770e-05 6.60162e-04 -2.2825220535e-04 4.7168687896e-04 9.8283442117e-10 
950.002 -0.29546 -1.96073 0.02527 0.70184 -0.11652 0.03386 5.7786e-02 -2.2394e-01 2.3670e-01 3.4805e-06 -4.1154e-05 5.9340e-05 0.00024 0.00018 0.00024 0.00002 -0.00001 -0.00002 1.17317e-05 6.60123e-04 -2.2827085361e-04 4.4358386070e-04 9.5591001647e-10 
960.002 -0.15500 2.00961 -0.04055 -0.69191 -0.09043 -0.02412 -9.6058e-02 -1.4691e-02 4.4867e-01 -2.7529e-05 -1.4025e-05 9.1633e-05 0.00027 0.00019 0.00020 -0.00000 -0.00003 -0.00000 2.19815e-05 6.59893e-04 -2.2826612507e-04 4.5360838139e-04 8.7480216373e-10 
970.002 1.05216 -1.73837 0.06140 0.58966 0.35543 0.01336 -3.6091e-02 -1.9464e-01 4.9240e-01 -3.0154e-05 -3.1204e-05 1.1078e-04 0.00024 0.00019 0.00023 0.00003 0.00001 -0.00003 3.08554e-05 6.60196e-04 -2.2825971261e-04 4.6279121186e-04 9.9259730167e-10 
980.002 -1.64083 1.13863 -0.06857 -0.42171 -0.56728 -0.01078 -1.3626e-01 3.8182e-02 1.4390e-01 -2.6624e-05 1.7315e-06 3.1419e-05 0.00021 0.00023 0.00022 0.00005 0.00000 0.00000 4.10755e-06 6.60301e-04 -2.2827349571e-04 4.3613518951e-04 8.8325272914e-10 
